SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
2120305	TCGA-19-2624-01	KIAA0355	normal	-0.139	329																																											
2120378	TCGA-76-4926-01	KIAA0355	normal	-0.45	329																																											
2178065	TCGA-06-0152-02	KIAA0355	normal	0.978	329																																											
1337858	TCGA-06-0744-01	KIAA1147	normal	-0.294	329																																											
1337859	TCGA-06-0745-01	KIAA1147	normal	-0.349	329																																											
1338022	TCGA-16-0846-01	KIAA1147	normal	1.766	329																																											
1338057	TCGA-27-1832-01	KIAA1147	normal	-1.026	329																																											
1338067	TCGA-27-2523-01	KIAA1147	normal	-0.712	329																																											
1338079	TCGA-28-1753-01	KIAA1147	normal	1.029	329																																											
1910168	TCGA-06-0125-01	KIAA1147	normal	0.945	329																																											
1910184	TCGA-06-0157-01	KIAA1147	normal	1.886	329																																											
1910190	TCGA-06-0174-01	KIAA1147	normal	0.404	329																																											
1910206	TCGA-06-0211-01	KIAA1147	normal	0.479	329																																											
1910247	TCGA-12-0618-01	KIAA1147	normal	1.072	329																																											
2120252	TCGA-06-0190-02	KIAA1147	normal	0.293	329																																											
2120305	TCGA-19-2624-01	KIAA1147	normal	0.308	329																																											
2120346	TCGA-32-1980-01	KIAA1147	normal	1.416	329																																											
2120378	TCGA-76-4926-01	KIAA1147	normal	0.448	329																																											
1337858	TCGA-06-0744-01	KIAA1191	under	-2.066	329																																											
1337859	TCGA-06-0745-01	KIAA1191	normal	0.309	329																																											
1338057	TCGA-27-1832-01	KIAA1191	normal	-0.739	329																																											
1338067	TCGA-27-2523-01	KIAA1191	normal	0.211	329																																											
1910168	TCGA-06-0125-01	KIAA1191	normal	-1.081	329																																											
1910184	TCGA-06-0157-01	KIAA1191	normal	0.669	329																																											
1910190	TCGA-06-0174-01	KIAA1191	normal	0.871	329																																											
1910206	TCGA-06-0211-01	KIAA1191	normal	-0.271	329																																											
2120252	TCGA-06-0190-02	KIAA1191	normal	-0.659	329																																											
2120253	TCGA-06-0210-02	KIAA1191	normal	-0.881	329																																											
2120305	TCGA-19-2624-01	KIAA1191	normal	0.355	329																																											
1337858	TCGA-06-0744-01	KIAA1549L	normal	0.083	329																																											
1337859	TCGA-06-0745-01	KIAA1549L	normal	-0.115	329																																											
1338022	TCGA-16-0846-01	KIAA1549L	normal	0.19	329																																											
1338057	TCGA-27-1832-01	KIAA1549L	normal	-0.311	329																																											
1338067	TCGA-27-2523-01	KIAA1549L	normal	-0.198	329																																											
1910168	TCGA-06-0125-01	KIAA1549L	normal	1.285	329																																											
1910184	TCGA-06-0157-01	KIAA1549L	normal	-1.226	329																																											
1910190	TCGA-06-0174-01	KIAA1549L	normal	0.08	329																																											
1910206	TCGA-06-0211-01	KIAA1549L	normal	-0.174	329																																											
1910247	TCGA-12-0618-01	KIAA1549L	normal	0.895	329																																											
2120252	TCGA-06-0190-02	KIAA1549L	normal	-0.481	329																																											
2120253	TCGA-06-0210-02	KIAA1549L	normal	-0.39	329																																											
2120305	TCGA-19-2624-01	KIAA1549L	normal	0.308	329																																											
2120378	TCGA-76-4926-01	KIAA1549L	normal	0.297	329																																											
2178065	TCGA-06-0152-02	KIAA1549L	normal	1.336	329																																											
1337859	TCGA-06-0745-01	KIF13B	normal	-0.137	329																																											
1338022	TCGA-16-0846-01	KIF13B	normal	0.405	329																																											
1338057	TCGA-27-1832-01	KIF13B	normal	0.086	329																																											
1338067	TCGA-27-2523-01	KIF13B	normal	1.233	329																																											
1910168	TCGA-06-0125-01	KIF13B	normal	0.105	329																																											
1910184	TCGA-06-0157-01	KIF13B	normal	-0.709	329																																											
1910206	TCGA-06-0211-01	KIF13B	normal	0.011	329																																											
2120252	TCGA-06-0190-02	KIF13B	normal	1.418	329																																											
2120253	TCGA-06-0210-02	KIF13B	normal	0.808	329																																											
2120305	TCGA-19-2624-01	KIF13B	normal	-1.114	329																																											
2120346	TCGA-32-1980-01	KIF13B	normal	0.423	329																																											
2120378	TCGA-76-4926-01	KIF13B	normal	0.397	329																																											
2178065	TCGA-06-0152-02	KIF13B	over	2.398	329																																											
1337858	TCGA-06-0744-01	KIFC3	normal	-0.209	329																																											
1337859	TCGA-06-0745-01	KIFC3	normal	0.962	329																																											
1338057	TCGA-27-1832-01	KIFC3	normal	-1.46	329																																											
1338067	TCGA-27-2523-01	KIFC3	normal	1.242	329																																											
1910168	TCGA-06-0125-01	KIFC3	normal	0.022	329																																											
1910184	TCGA-06-0157-01	KIFC3	normal	0.02	329																																											
1910190	TCGA-06-0174-01	KIFC3	normal	-0.069	329																																											
1910206	TCGA-06-0211-01	KIFC3	normal	-0.708	329																																											
1910247	TCGA-12-0618-01	KIFC3	normal	-1.382	329																																											
2120252	TCGA-06-0190-02	KIFC3	normal	-0.074	329																																											
2120253	TCGA-06-0210-02	KIFC3	normal	-0.066	329																																											
2120305	TCGA-19-2624-01	KIFC3	normal	0.413	329																																											
2120346	TCGA-32-1980-01	KIFC3	normal	0.003	329																																											
2120378	TCGA-76-4926-01	KIFC3	normal	-0.66	329																																											
2178065	TCGA-06-0152-02	KIFC3	normal	0.106	329																																											
1337858	TCGA-06-0744-01	KIRREL1	normal	-1.147	329																																											
1338022	TCGA-16-0846-01	KIRREL1	normal	-1.491	329																																											
1338057	TCGA-27-1832-01	KIRREL1	normal	-1.272	329																																											
1338067	TCGA-27-2523-01	KIRREL1	normal	0.495	329																																											
1338079	TCGA-28-1753-01	KIRREL1	normal	0.997	329																																											
1910168	TCGA-06-0125-01	KIRREL1	normal	0.898	329																																											
1910184	TCGA-06-0157-01	KIRREL1	normal	-0.343	329																																											
1910190	TCGA-06-0174-01	KIRREL1	normal	0.057	329																																											
1910206	TCGA-06-0211-01	KIRREL1	normal	1.353	329																																											
1910247	TCGA-12-0618-01	KIRREL1	normal	0.006	329																																											
2120252	TCGA-06-0190-02	KIRREL1	over	6.098	329																																											
2120253	TCGA-06-0210-02	KIRREL1	normal	1.288	329																																											
2120305	TCGA-19-2624-01	KIRREL1	normal	-0.895	329																																											
